我 自我
扩 扩大
契 默契
沮 沮丧
浑 浑身
竭 竭力
炎 发炎
疏 疏忽
煮 煮碗面
呈 呈现
盐 椒盐鱿鱼
鄙 鄙视
匪 土匪
煎 煎饼
耗 耗费
鹿 麋鹿
仆 仆人
炼 锻炼
晶 结晶
衰 衰老
掘 挖掘
谜 谜语
捷 敏捷
馅 馅饼
瞄 瞄准
赎 赎罪
肾 肾脏
毙 枪毙
沾 不沾边
覆 覆盖
烫 烫手
侄 侄子
喽 哈喽
跪 跪下
逝
江 江南
繁 繁星
赠 赠送
笼 笼子
川 冰川
湾 湾区
翼 羽翼
筒 电筒
丸 肉丸
薯 薯片
悄 悄悄
蜘 蜘蛛侠
伞 阳伞
妨 妨碍
塌 崩塌
铐 手铐
吼 吼叫
扶 扶手
谨 谨慎
抖 颤抖
屈 委屈
枚 一枚邮票
辨 辨识度
荐 毛遂自荐
擎 引擎
均 均匀
飘 香飘飘
绅 绅士
侮 侮辱
矛 矛盾
摘 摘下
润 利润
峰 巅峰
鸭 烤鸭
庞 庞大
贷 贫民
丛 丛林
饱 吃饱
囊 胶囊
剥 剥皮
紫 紫色
氛 气氛
妄 妄想
漆 漆黑
膏 牙膏
虾 虾仁
筋 筋疲力尽
慎 慎重
浅 肤浅
眉 眉毛
贪 贪婪
勋 勋章
悠 悠闲
夷 匪夷所思
橱 橱柜
兆 预兆
畏 无所畏惧
枕 枕头
寂 寂寞
鹅 饿鸟
疚 愧疚
缸 浴缸
陶 陶瓷
浆 岩浆
讼 诉讼
穴 点穴
忏 忏悔
遮 遮住
瞬 瞬间
玫 玫瑰
捣 捣乱
串 羊肉串
慕 羡慕
奎 奎宁
兼 兼容
赤 赤壁
脂 脂肪
歧 性别歧视
瑰 玫瑰
垮 垮台
饶 饶命
疤 疤痕
琪 沙琪玛
篷 斗篷
谣 谣言
猩 大猩猩
靴 靴子
涯 生涯
锅 锅底
桩 树桩
摊 摊子
钩 铁钩
苍 沧桑
妖 妖魔
寿 寿命
嘻 嘻嘻哈哈
凑 凑合
缉 编辑
酬 报酬
碟 碟子
促 仓促
舔 舔干净
畜 畜生
廷 朝廷
垂 垂直
纱 婚纱
悦 愉悦
畅 畅销
循 循环
烛 蜡烛
辅 辅助
览 浏览
堕 堕落
棋 国际象棋
贡 贡献
颠 颠倒
券 优惠券
艳 艳丽
衷 衷心
卜 占卜
盲 盲目
膜 面膜
珀 琥珀
藤 藤条
肮 肮脏
嗓 嗓音
斑 斑马线
氓 流氓
徽 徽章
稀 稀少
综 综艺
嚷 嚷嚷
劣 劣势
珊 珊瑚
跨 跨越
扁 揍扁
妳 妳们
豫 犹豫
携 携带
痒 皮肤好痒
粒 粒子
呕 呕吐
跌 跌倒
坟 坟墓
御 防御
贞 忠贞
兮 脏兮兮
镑 英镑
恒 恒心
罕 稀罕
狐 狐狸
阅 阅读
腕 手腕
钞 钞票
镖 保镖
寒 寒冷
敞 敞开
棵 一棵树
啰 啰嗦
肢 肢体
咙 喉咙
匿 匿名
饥 饥饿
薇 蔷薇
宅 宅男
棺 棺材
腺 汗腺
岗 山岗
呜 一命呜呼
刊 出刊
柴 火柴
橡 橡皮
淇 冰淇淋
盼 盼望
渣 渣男
阱 陷阱
贿 贿赂
捅 捅死
恤 体恤
棉 棉花糖
翅 翅膀
迅 迅速
晒 晒黑
贤 招贤纳士
淹 淹水
龟 乌龟
榜 排行榜
喻 比喻
澳 奥斯汀
泼 泼冷水
拟 模拟
椒 辣椒
扳 扳回
舅 舅舅
咨 咨询
歪 歪斜
莓 草莓
躁 暴躁
盆 水盆
蓄 储蓄
慨 慷慨
懦 懦弱
碧 碧蓝
坑 挖坑
颈 颈椎
焰 火焰
鸽 放鸽子
乃 乃至
爪 凤爪
钮 纽扣
泣 哭泣
熏 熏鱼
遣 派遣
祭 祭祀
脊 脊椎
趾 脚趾头
津 律师
翘 翘课
翁 百万富翁
洒 洒脱
稽 滑稽
逆 逆转
柠 柠檬树
柱 柱子
滥 泛滥
臀 臂力
皆 皆知
鸣 鸣叫
础 基础
狸 狐狸
嘱 嘱咐
耽 耽误
弊 作弊
蒸 蒸笼
锡 锡纸
螺 螺丝粉
柄 把柄
赴 赴汤蹈火
浩 浩劫
匠 匠心
宪 宪法
刹 刹那
凝 凝固
檬 柠檬
昆 昆仑
哨 吹哨
炫 炫耀
删 删除
棚 摄影棚
冈 俄勒冈
慷 慷慨
戚 亲戚
殖 繁殖
届 本届
叨 唠叨
睹 目睹
绘 绘画
蚁 蚂蚁
涨 涨价
顽 顽固
盔 盔甲
隧 隧道
侍 侍奉
厢 车厢
颁 颁布
匆 匆忙
橙 橙汁
卦 八卦
苗 豆苗
捏 捏把汗
坡 东坡肉
剖 解剖
锤 锤子
拷 拷贝
憎 憎恨
丘 山丘
丫 丫头
芯 芯片
膛 胸膛
豹 海豹
枝 树枝
旺 旺盛
蝶 蝴蝶
酗 酗酒
芒 光芒
募 招募
噪 噪音
锻 锻炼
辉 辉煌
叮 叮嘱
巷 小巷
戳 戳穿
狙 狙击手
寡 寡言
贯 贯彻
锯 电锯
狡 狡猾
驴 驴得水
嚼 咀嚼
癫 疯癫
卵 孵卵
熙 康熙
叹 叹息
凤 凤凰
潘 潘多拉
卸 卸磨杀驴
唬 吓唬
暑 暑假
癖 洁癖
铲 铲雪
夕 夕阳
梭 穿梭
茫 迷茫
陋 简陋
掏 掏出
寞 寂寞
纤 纤维
臣 忠臣
冥 冥王
纷 纷纷
嗑 嗑药
蔽 屏蔽
俘 俘虏
颤 颤抖
轿 轿车
姜 妻子
砖 石砖
煤 煤矿
咳 咳嗽
笛 笛声
驳 反驳
迁 迁徙
宵 宵夜
聘 聘用
铅 铅笔
袍 旗袍
洪 洪水
撼 震撼
蝙 蝙蝠
卓 卓越
翔 翱翔
蝠 蝙蝠
炬 火炬
裔 华裔
粪 粪坑
刘 刘备
蝴 蝴蝶
秃 秃头
翠 翡翠
浦 黄浦江
蛙 青蛙
驻 驻扎
眨 眨眼
皂 肥皂
幢 一幢楼
削 剥削
乞 乞丐
聋 聋哑
橘 橘子皮
锦 锦衣卫
梳 梳子
呦 哎呦
愁 惆怅
沼 沼泽
绵 绵羊
赂 贿赂
辐 辐射
鸦 乌鸦
拽 别拽我
郊 郊区
阔 海阔天空
皱 皱纹
哄 哄开心
谐 诙谐
蹦 蹦迪
窒 室友
碳 碳酸
孟 孟子
咋 咋地
赦 赦免
锐 锐利
帆 帆船
傅 师傅
剃 剃刀
斥 排斥
峡 峡谷
捞 捞鱼
铜 青铜
悼 哀悼
驼 骆驼
巢 鸟巢
淑 淑女
庇 庇护
跤 摔跤
厦 大厦
逍 逍遥
悍 彪悍
仑 昆仑
抄 抄袭
禽 禽兽
焕 焕发
履 履历
醋 放点醋
羽 羽毛球
蕉 香蕉
肋 肋骨
斜 斜坡
棘 棘手
凳 板凳
砰 砰地一声
浸 浸泡
衔 头衔
绒 绒毛
雀 雀斑
熄 熄灭
谦 谦虚
杖 魔杖
悟 觉悟
寺 少林寺
醇 胆固醇
泛 泛滥
霜 润肤霜
屉 抽屉
茱 茱丽叶
县 县长
恳 诚恳
逸 安逸
咕 咕噜
蝇 苍蝇
殴 殴打
猾 狡猾
韵 押韵
钝 纯真
葱 青葱
绞
饵 鱼饵
逢 重逢
奢 奢侈
挫 挫折
兑 兄弟
撇 左撇子
弦 琴弦
贸 贸易
壶 茶壶
伽 咖喱牛肉
掐 掐死
绷 绷带
蟹 螃蟹
昧 暧昧
庸 金庸
帘 窗帘
搁 搁浅
梁 桥梁
窥 窥视
涌 汹涌
挚 诚挚
祟 崇拜
鳄 鳄鱼
坛 论坛
窍 窃听
腥 腥味
竹 竹笋
斤 半斤
晰 清晰
祥 吉祥物
坪 草坪
鲸 鲸鱼
叙 叙述
溺 溺死
躯 身躯
旨 谕旨
蔬 蔬菜
拇 拇指
浇 浇水
叠 重叠
绊 绊脚石头
籍 纸箱
邓 邓紫棋
逞 得逞
疹 皮疹
框 画框
碑 墓碑
秩 秩序
弓 弩弓
蓬 蓬莱
鱿 鱿鱼
咐 吩咐
嫩 软嫩
酿 酿酒
哩 叽哩呱啦
唠 唠嗑
勺 勺子
崽 兔崽子
墅 别墅
亦 亦然
悯 怜悯
伐 讨伐
宋 宋朝
咽 咽喉
婪 贪婪
惕 警惕
稚 稚嫩
榈
樱 樱桃
曝 曝光
捆 捆绑
豚 海豚
泊 停泊
嗅 嗅觉
戮 杀戮
呗 锁了就改呗
瓷 瓷碗
渔 渔夫
哑 聋哑
驰 驰骋
踝 脚踝
屑
斧
虹
槽
亵
嬉
烘 烘焙
栽 栽培
绰 绰号
驯
弘
杨 杨贵妃
铭
冤
溪
舟
簿
绎
胀
肆
轴 压轴
婶
粮
溅
拌
髓
吩 吩咐
剔
鞭
茎
竖
枯
凰
椎
勉
燕
嗜
缚
挠
嗷
崖
瘫
飙
俯
沫
喋
亭 亭子
蒜 大蒜
焚 焚烧
烹
骸
磕
寇
庙
颇
羡
哮
髦
赃
腻
渎
溢
掠
陨
辖
肪
渗
嘎
椰
栗
蹭
僚
芳
柳
靓
攀
勿
抉 抉择
吴
叭
撬
蚂
歹 好歹
藉
燥
斐
憋
颅
喇
缴
郑
吟
榴
曹
诶
溶 溶化
螂 蟑螂
涅
恺
碌
娇
莽
硕
蔓
孽
滤
岔
崎
睾
缆
崭
栅
践
蚀
诀
儒
捧
馨
昔
瑜
梨
掺
苔
苛
硫
凿
飓
掷
馈
虔
栓
钳
刃
咸
洙
帖
嘟
熔
瘟
菇 蘑菇
晴
於
茉
译
侏
谴 谴责
汪 汪峰
褐 褐色
颂
耿
唾
陀
狩
吾
宏
菊
靶
痪
骆
敷
渺
僻
榨
聆
澄
妍
伎
嗒
嗡
桂
扒
琐
痫
蘑
炭
裕
芽
瞪
狭
涕
醺
拙
躬
氯
炖
饪
沦
灿
谭
昌
锈
瘸
酥
窟
蟑
扉 心扉
琢 琢磨
羔 羔羊
掀
朽
缅
渠
芥
拧
辙
惫
叽
帜
坤
肘 胳膊肘
雌
氢
橇
拣
茸
斩
岳
乙
拓
缪
劈
侯
杏
亥
吨
孝
妃
昭
吱
虏
坊
厘
葵
跷
冕
喀
懈
稻
茅
蜥
函
滞
渊
滨
盎
螃 螃蟹
蹄 马蹄
姥 姥姥
蔑
秽
黏 黏贴
氪
媚
镯
钦
蛤
菠
郝
讪
淤
趋 趋势
唧
伺
盈
辫
沸
柬
丙
媛
乓
呛
悚
贬
髅
骷
痊
嗽
鞠
壤
酋
渍
杠
窜
颊
煞
塘
蚊
咻
芮
寐
骤
煽
玄
玲
礁
瘀 瘀青
洽 融洽
哒 棒棒哒
遂
闸 闸门
啃 啃骨头
颖
猿
俏
绸
拴
厮
霹
瑕
锚
哔
坝
揪
阀
咎
雳
铸
煌
魁
圭
蹩
蜴
舵
衅
甥
怯
虱
挟
苟
侈
迄
谤
惭
噬
溯
啪
碾
觅
咧
糙
绣
遛
殡
魄
犀
嗝 打嗝
坨 一坨屎
窄 狭窄
堤 堤坝
酮
墟
甸
眩
惶
扼
睫
焊
硝
窖
泌
簧
卒 小卒
粥 米粥
濒
脐 肚脐
寝 寝室
碱
拭 擦拭
胰
旷
梵
鼎
伶
岂
翩
隙
韧
甫
痹
鹤
衍
彭 彭帅
瀑
噜
焉
拢
诽
胺
萎 枯萎
桔 桔子
羁 羁绊
萧
瓣
肛
泵
栖 西红柿
痉 痉挛
灼 灼伤
挛
疮
卿
搂
浏
铛
娩
薰
恙
捍
枉
袱
痘
荧
扛
徘
诫
徊
婉 委婉
匈
腌 腌制
膨 膨胀
玷
诵
箫 吹箫
绯
掰
揉
嵌
乒
苯
惺
瘩 疙瘩
涵 内涵
滔 滔滔不竭
诠
疙 疙瘩
寨 山寨
唆
矫 矫健
嚣
猥 猥琐
裘
嘀
僧 僧侣
炳
擒
咚 叮咚
烁 闪烁
氨
嘣
凹
桨
吁
踹
沛
竿
涡
熨
捎
鲑
拱
畸
盹
晤
夥
骇
薛
铉
淌
咦
筛
姊
磺
亩
揽
烊
肇
舷
芦
攒
糗
昵
毅
泻
茬
痣
厩
禅
砂
岌
勘
耸
紊
宛
尹
夭
眷 眷恋
呻 呻吟
酶
绽
氮
篱
枫
烬
烷
镶
沐
蔼
噎
跆
喳
阉
魏
藻
盏
哗
殉
柿
咆
脓
娥
彗
奄
丐
嚏
毋
咔
迦
傍
藐
鹦
侬
裴
彬
鹉
蹊
蝎
裆
匕
篝
闺
疵
诬
纬
冯
嚎
暇 休暇
孬 孬种
喵 喵喵
浣
惟
陵
腓
蚤
赵
驭
侥
巅
婿
咏
褪
俺
涩
喱
嗦
矢
撮
铎
埔
惦
硅
迭
骰
瞳
凄
铝
淆
牡
疱
瘪
赡
睬
啼
骼
阑
攸
茂
钠
饲
搐
郭
烙
褶
睦
瞩
姗
淳 淳厚
谕
蔡 蔡健雅
枢
仲
峻
絮
耕
疽
茵
孵
茧
吝
瞌
殃
阪
旱
徐
钙
檐
揣
吠
辰
敛
貂
纲
墩
嘶
雏
株
羹
剁
囱
娼
儡
邸
漱
惰
喧
傀
帚
撰
倡
凸
辟
懊
笆
廓
痞 痞子
狒
袒 袒护
甭
稼
涛
媳
鸥
旭
彰
乾
嫂
颚
筝
嫖
蹋
拂
呱
菈
豌
菩
岭
忒
啧
萤
讣
枭
窘
梗
濑
吮
鼾
玺
幌
怡
汝
愣
胚
逾
搓
蹬
噗
屿
赘
篡
霄
缇
赝
梢
萃
骡
阐
晾 晾干
邋 邋遢
靡
谚
痰
叼
獭
捂
弧
龌
鞍
龊
馊
迢
锥
驹
呸
恍
箍
潭
遢
苑
啬
筐
琦
脯
奕
釜
屡
哺
撂
筷
刨
荫
剽
跋
潇
嘭
匀
睿
嚓
酯
诋
讳
饺
蛎
楠
谛
烩
咄
瑚
吭
娟
鼬
萌
磷
羚
蛭
拎
镳
孀
瞥
抒
彪
壕
蒲
蛆
佼
萦
咀
簸
倚
珉
腋
臼
氰
啄
汹
朔
倩
叁
炯
滕
钚
暧
晦
灸
婷
珈
缀
兢
擂
坍
円
掂
疡
鼹
蟆
惬
蜗
畔 湖畔
蓓 菩萨
纺
刽
湛
玑
跛
峙
扪
笠
乍
氟
芋
沌
辗
倔
炙
飚
澈
斋
霓
绢
抠
呣
筏
渥
酊
崛
钛
刁
辍
厥
匣
棱
啸
腮
缄
弼
贮
汞
涮
蹂
躏
缕
蓉
舆
黯
蜚
慑
妲
殷 殷切
啵
纫
酝
褒
蘸
琉
槌
霆
蚕
亢
灶
偌
暮
烯
蠕
蛾
钾
侃
眈
鹑
赁
仨
抨
颓
屌
潦
镰
俚
魇
秦
鹌
胱
邂
巩
逅
胯
奠
撵
垢
藩
锣
眸
歼
漓
枷
昊
秉
蜷
嗬
潢
蜻
凋 凋谢
漉
坂
蔗
掳
斟
萍
疟
窦
町
涎
蜓
疝
荳
冗
怂
蕴
酵
缔
渝
荆
漩
遏
惋
喃
滓
孢
讬
缎
嚯
芹
悖
鳍
弛
仕
骏
酩
昼
莺
妊
膳
沥
撅
曙
俳
札
澜
鳞
碉
蟋 蟋蟀
蟀 蟋蟀
陡 陡坡
譬
鳗
呯
燮
搀
蜇
豺
迸
孪
朦
敖
鳟
徙
殆
眶
惚
娠
桅
盥
咫
憧
狈
傢
觊
臆
恿
窑
翡
讥
秤
咩
竺
蔚
憬
锢
帷
悸
轧
觎
熠
俑
睽
禀
锹
酌
瓢
芜 荒芜
蛊 蛊惑
隘 狭隘
翱
茹
匡
沅
噱
蚱
苣
磐
帧
摁
俐
蟒
瞰
弩
獾
哉
孛
坷
娣
噻
柚
孰
馁
澎
苇
镁
毡
涤
剌
箔
嘞
蜊
暹
摒
锏
篓
祐
葫
娴
冉
腱
栈
砾
辘
迂
劾
瞅
珂
沈 沈阳
捱
蟾
槛
囔
臊
撩
琛
汲
睐
腑
搪
蛀
檀
湃
颞
颧
怠
阂
椿
嘈
踵
螳
悴
搔
皿
碘
奚
诲
蜍
铀
胧
憔
胫
炽
绶
眯
酚
梆
艮
鲤
鞑
鸵
羯
鸿
籽
幺
忡
粟
跺 跺脚
矣 悔之晚矣
裳 衣裳
牒
彷
畴
鬓
戛
菸
傣
妾
莴
捶
闵
惘
鸳
蜕
鸯
钵
颐
淀
偕
峭
楷
镍
汐
麋
蕃
俞
瞭
轶
嗤
鳏
垄
旬
瞻
穗
笃
嘢
痿
寥
羟
栩
痔
哞
祂
榆
拚
嬷
肴
祀 祭祀
蕊
咝
偎
砌
镀
麸
笋
缭
鹫
琥
恪
雍
惮
砷
澪
瓮
锌
椭
崴
芸
禧
掣
缰
柑
俭
嗖
碴
蹶
湮
媲
氦
儆
邱
哝
稠
颌
茴
弈
朕
沆
倘
绚
缮
岖
籁
蝉
怦
倪
诧
镊 镊子
鳕 鳕鱼
晙
嗣
牠
闩
睑
蛰
傧
髋
猖
铵
牟
兀
轩
寰
沧
洼
佯
霰
镣
鞘
瀚
榔
蔷
癞
讧
襟
吕
噼
霞
疆
裱
屹
桐
馋
摞
蚪
浊
铤
瘁
甄
蝌
麝
徨
腆
杵
啮
焙
皈
攘
婕
篾 蔑视
囧
雹
窕
琵
疣
窈
屄
褂
鲶
沓
罂
唁
涸
蹿
簇
煲
聂
垠
腼
矜
卤
耙
镭
咂
娄
抡
箴
吡
渚
霾
谀
诃
揩
搽
曳
攥
邃
衩
糜
荼
蚓
雯
孜
凱
褥
蚯
蝗
犸 猛犸
掴
窿 窟窿
赊
挝
咿
蓟
馏
肓
鲈
堑
笺
镐
鯊
岱
憩
舀
岐
犁
锄
摺
璧
鹊
肽
蔻
哆
玖
龈
蚌
莅
痢
铂
溉
璨
榻
瑛
屐
亘
梧
璀
鲱
欸
槲
阎
啜
砧
箩
遐
黝
铊
叟
犊 牛犊
湍 湍流
囤
唸
垣
顷
踮
祛
饯
暄
猡
骋
杞
擤
拄
攫
梓
跻
佻
嗞
匍
懵
莳
徵
迥
蜀
菱
樽
吋
樊
榭
瑙
锂
磋
硷
戟
漾
纰
讷
奂
遁
楔
磊
踌
吆
璜
躇
璐
辽
掖 藏掖
铠 铠甲
苜
谙
匐
拈
獠
尻
罔
馒
庐
隼
荤
恃
鸠
麟
鲟
蟠
蓿
鹭
踱
诙
嗄
铬
炊
癣
彦
焖
孚
夙
宕
胛
孺
叩
錫
蹼
斌
瘴
锉
猝
瞟
绫
泷
铍
钧
荞
堀
醛
泞
渲
掸
纨 纨绔
麒 麒麟
跚 蹒跚
遨
曰
藓
杭
靼
枣
蹒
搡
禄
拗
荚
膈
鄂
卯
祉
犷
忑
蹑
嗳
姘
咲
榛
砒
涟
唏
掮
浃
珑
剐
笙
吔
岬
隠
忐
鍔
凛
臃
饨
恣
楣
茁
吏
戊
讹
孑
麾
喙
匮 匮乏
绮
卉
馄
弑
亟
廿
漪
鎬
鳖
泯
葆
杪
诣
绔
翌
鹃
喆
眺
烽
杳
蚜
鹈
蜢
缛
戾
谟
昱
冀
獗
盂
谧
內
衙
摹
徉
桓
徜
诌
俎
卍
妩
峦
煥
猕
剿
琅
甁
忱
璞
醍
桉
犒
逖
绱
螨
朧
晟
惴
潺
匝
耘
慵
張
彛
恬
飕
嗪
臻
楸
姚
酣
隅
斡
锭
狞
鹕
燎
趸
舐
篑
踉
锷
缥
跄
筵
鲭
鯨
毗
皓
垩
啕
锒
谩
骛
沏
藕
锆
螯
刍 反刍
哧
锃 锃亮
诩
玆
袤
嗲
鬃
冶
癔
餌
皑
鬣
黔
肱
蜉
恵
桦
圃
挎
聒
缤
噘
泔
雁
沢
稔
膘
缈
铰
曦
忿
粕
袴
瞑
巳
鹳
練
矬
狰
汶
幔
鸨
邹
蔫
穹
氩
戸
霎
囹
癒
诘
鑽
侩
矗
沽
屯
莜
濃
垦
蝣
驿
婢
蜈
佃
巍
苞
孱
荻
邢
楞
砥
嗙
猬
盅
蒋
谑
蜿
糅
掇
燧
蚣
孫
蜒
喏
哌
栀
馍
砣
焗
枸
髂
捻
蓼
簪
胭
锶
蓖
谄
阮
镫
痂 结痂
柩 灵柩
钴
濡
靥
钹
忸
侨
莹
臺
蛔
涣
犟
揄
鹏 大鹏
螈
敝
圄
疖
艹
蝦
嘤
绦
畿
哐
呒
幡
龅
蝾
褛
荜
瑾
挞
抿
憨
渋
诛
給
罹
牦
砝
捋
犄
恹
醚
壬
怩
菁
谆
褴
虞
壹 壹贰叁
觑
缜
嶙
桡
叱
琶 琵琶
佰
邑
鸢
殒 殒落
媞
吳
榉
钡
瞠
摈
忤
蚝
扈
罄
肼
祗
昙
噌
嫡
隽
啐
耷
薏
擀
瘠
來
阡
拮
辄
仃
铿
峋
槐
坯
揶
恸
娈
藿
鲻
樟
俾
烃
铆
庖
讴
饷
蛹
抻
暨
荨
萘
倌
腭
秧
醐
绌
釉
叵
貉
呎
値
钍
徹
胴
跩
勛
驮
莨
靛
咣
钸
襁
呓
粤
杈
铪
庶
嬴
笞
晔
菪
魯
岑
睪
糠
東
觐
绉
蟌
戎
髻
鲔
轱
呷
怅
泮
屍
诿
龛
诨
荽
斓
穂
馀
嵩
芫
蜃
皎
冽
槃
荟
褓
笈
锵
骁
壑
箕
巻
誊
赅
噓
氖
馥
竊
怏
诓
鳃
郇
娓
舜
啾
痨
嘚
筱
肏
玟
旻
缨
沱
粽 粽子
蹚
靖
膺
酞
溴
佝
螫
浜
祠
砺
葺
耦
痱
饕
驷
沁
秆
碜
舶
菏
撷
倆
蕨
榷
锲
垛
婌
煦
氙
呔
腴
纶
瘙
糯
俸
鹬
跶
氡
硼
楝
菅
檞
鲣
绺
佘
骶
黍
哽
涓
卅
煙
粱
剜
鳅
愕
忖
娑
桁
鲷
皙
晷
恻
庚
岚
荔
刳
鰭
赳
樵
贲
媾
湄
氚
柰
鏖
俨
嘬
韭
榕
镉
毎
俠
旯
纾
痤
晖
炔
铮
甬
迺
蛐
旮
逡
骐
獒
黠
沪
鲛
帛
旌
鹚
雉
湎
潸
鸬
锰
豈
訇
疥
冢
尕
瀣
铡
迩
鐵
榎
珥
瑶
铢
桀
銼
硌
祺
鮎
樋
唰
麂
潵
禾
粧
痍
竜
瓯
倭
龇
贻
饴
岘
弭
蝼
鸫
丟
硒
壽
祼
飨
镓
珐
宥
笤
竣
沭
裨
胤
殓
罰
嗵
挻
桎
謎
廖
仟
恫
疸
髒
踞
襄
辕
庵
丕
钯
僮
祁
倜
針
嚇
陲
纂
怔
峨
剋
埠
袂
鲡
谗
阄
鹜
囫
糨
颦
睏
瓤
钋
韶
噔
怆
燻
锑
龋
弋
徳
區
镂
懑
棠
婀
鳀
侊
殇
愫
皋
矾
轭
筆
僭
黜
萩
髁
纭
梏
熵
竽
牍
忾
飒
泱
铩
擞
胝
羸
菰
嶋
姣
強
蜱
伕
徇
莤
阖
胥
沒
罅
胼
劵
鞜
闰
挾
珞
豉
鸾
階
帼
刎
惆
莆
韓
骥
怵
椽
荠
捺
蒡
羅
綁
寅
诏
郞
卞
砚
蝻
徕
軟
蹴
佟
麓
潞
箐
齒
胄
朊
蛟
纣
曉
蹙
篠
況
埼
輕
咘
脍
轼
跐
梶
栎
缬
聩
瘆
邵
呲
哏
嘌
熹
肄
尧 尧舜
掃
偻
耆
競
啻
枱
廋
袄
埚
戍
泾
鹞
阙
啫
褡
囵
婫
坳
衛
鸪
掬
篦
鹧
溝
妪
甾
鳎
毖
坩
朲
袅
伫
拋
暸
嵴
砟
鳝
嘁
掼
誠
嗟
蠹
觸
祯
撘
钎
炷
裇
綿
蹉
汛
粑
狎
痩
镕
跖
紋
渭
滂
黢
眦
錾
炕
旎
娆
锗
泸
髭
铱
诹
脔
塚
無
綾
礒
嗥
丞
鳐
倏
瑢
谘
昴
髌
屣
殄
鳌
蝰
確
歃
罵
祇
愎
鲇
髈
镬
幄
龃
镴
茕
遴
忪
斃
馐
驽
苫
饽
醌
姪
彤
鸸
楂
樫
禹
殚
藜
萸
俪
翟
汩
鬆
瘘
門
绛
谒
噁
擾
荪
髯
燈
绀
豢
喹
轟
義
骻
宦
旖
郸
黒
涝
粼
貘
钨
蟊
骍
槭
蔵
鈦
讫
腈
汨
舢
膠
龉
菡
霖
邯
囟
椌
幂
側
樣
搧
寮
鎳
逵
辊
茗
誰
铋
呋
搖
圡
長
鏽
绥
葉
锔
鲥
鈔
霧
籌
笹
鳢
晌
蠔
缱
稞
孖
靳
咛
蓦
宮
喲
廁
郵
邊
蟄
虬
诟
噶
墠
踯
間
祢
掛
榮
蛲
狨
貓
睚
顆
畚
姝
翳
撺
埂
諾
膦
甴
杓
奮
礙
殺
泠
橹
訝
菫
嫦
藁
訊
華
颔
啷
榖
悱
啨
舝
蛳
換
肟
鹋
赭
痧
浬
譽
愠
赓
蚶
溏
嬗
紅
鲀
蓑
戕
鮮
償
螅
戗
車
迴
蝮
伉
鹾
慘
癍
怄
挲
仄
鋼
躅
蕈
鋒
縣
橫
鳥
矽
痦
挈
纡
楯
箝
骜
撸
鳴
砲
霭
搶
魟
镗
稗
跎
炆
栌
敕
鮫
鏊
镛
觥
詣
郴
債
厶
葯
桲
灣
瘢
腘
滝
湲
莙
窨
擬
鑷
敗
瞿
帥
檫
舛
翎
獐
棂
缢
嬥
砹
譯
榅
嚐
抷
賓
嚄
惡
邬
镅
桧
殻
勁
嘙
蜣
蓋
呖
緝
褔
悻
嗉
伥
澤
辎
巯
裢
岀
酉
钆
锛
鈈
鉉
個
尓
擘
鴨
編
蓮
胗
顼
奧
瓠
怙
邏
绻
脅
関
鸻
囡
槁
聰
汃
餠
锨
逑
嚨
敵
戆
峥
锿
唦
掟
菟
颏
岷
莞
跗
扞
濫
吽
碛
楦
洩
憶
晏
瀬
铄
喯
涔
揠
靂
喫
細
瑭
絃
扽
铟
剛
籚
扦
饬
阜
筚
嗆
庫
磯
妯
袛
薮
踊
聖
汴
癸
黨
鸩
仞
歊
乜
袈
贰
吶
時
煸
腚
诳
娌
殭
蒟
枞
懲
讀
甑
铑
袮
顏
堺
凖
辔
砜
镚
輩
濾
缳
荏
噫
蓍
晡
孳
铳
辺
嵘
鲮
蒔
瘳
谥
賠
埇
獴
诤
嶂
冊
捩
揾
討
銷
逋
蹟
茖
淵
鐏
揖
巔
瘌
茚
呡
阋
榊
祕
窩
遺
樗
湯
袁
蠖
酐
們
題
翹
喪
蝈
脇
龍
贖
倨
鲠
淖
暝
煨
坼
萱
唻
罷
櫃
戌
厭
泓
蟥
毽
挌
慠
贓
採
喚
汕
噙
彝
韬
劃
銘
煅
購
辻
賒
噴
瀛
皴
唳
鲯
蒿
約
鲫
蒻
癜
崁
锱
潍
锇
眛
夯
薙
猢
硐
踟
棰
鬧
賞
蜮
蛃
蟃
镤
婦
甏
苖
轳
潲
祾
麼
彽
囍
暫
蠟
旂
槊
齑
魨
趙
茲
锾
淙
佚
蚴
韪
糸
榫
镨
陕
殁
禍
脲
窠
揆
冧
莰
薴
栃
莊
罌
躂
笏
榘
秸
閒
柆
廠
吒
鸶
钒
艉
筣
淬
鰈
挢
佪
筲
麴
翊
彵
骝
噚
凫
倬
苋
緊
縞
憷
歐
癮
製
鶴
質
叅
搋
偃
鑫
圬
鲆
骊
懸
鳇
啭
衿
渦
鵜
氽
貸
孭
鲙
疳
姫
氹
阈
増
撿
黃
遜
沤
恧
陳
蚩
钊
砭
馬
兇
瓊
餮
闱
钰
柒
晧
茔
谶
崂
犳
沷
暻
裏
篙
痝
糬
壅
闇
賢
镎
铣
斮
鈍
難
鴕
醢
咤
镥
绨
錠
佈
嘹
柘
埸
權
矍
蛗
黧
啶
選
鹼
體
鍥
辇
員
呶
萁
芚
韌
隋
徑
骓
唢
秕
審
蹰
锍
極
勸
咍
椴
鲽
鱒
國
為
峒
愆
悛
圪
擳
撈
帏
萳
闾
